date,new_diagnoses,cum_diagnoses_article,cum_diagnoses,new_recoveries,cum_recoveries,new_deaths,cum_deaths,cum_tests,new_tests,adults,cum_children,new_children,cur_children,n_critical,ventilation,hospitalised,1vac,2vac,positive_percent,yandex_index,asympt_percent
2020-06-06,107,3441,3441,13,1369,2,40,132319,4001,1506,216,8,64,37,12,1570,,,18,2,42
2020-06-07,105,3546,3546,17,1386,1,41,133246,927,1571,230,14,71,39,11,1642,,,19,3,42
2020-06-08,102,3648,3648,69,1455,1,42,135609,2363,1652,250,20,76,37,9,1728,,,20,1,41
2020-06-09,104,3752,3752,97,1552,2,44,138803,3194,1642,251,1,74,41,11,1716,,,24,1,41
2020-06-10,106,3858,3858,167,1719,2,46,142045,3242,1647,258,7,71,46,14,1718,,,20,1,
2020-06-11,102,3960,3960,188,1907,2,48,145699,3654,1654,265,7,58,46,11,1712,,,19,1,42
2020-06-12,109,4069,4069,143,2050,2,50,149028,3329,1741,278,13,74,49,11,1815,,,19,2,40
2020-06-13,108,4177,4177,98,2148,3,53,151215,2187,1723,285,7,64,48,13,1787,,,15,2,42
2020-06-14,108,4285,4285,45,2193,2,55,153701,2486,1723,293,8,303,55,65,2026,,,21,3,
2020-06-15,109,4394,4394,83,2276,2,57,154895,1194,1785,293,0,60,47,10,1845,,,20,1,38
2020-06-16,103,4497,4497,111,2387,3,60,157817,2922,1765,308,15,58,57,9,1823,,,15,1,
2020-06-17,107,4604,4604,113,2502,2,62,160987,3170,1777,309,1,60,49,17,1837,,,16,1,37
2020-06-18,107,4711,4711,128,2630,1,63,164479,3492,2030,314,5,63,59,19,2093,,,15,1,38
2020-06-19,108,4819,4819,85,2715,2,65,168736,4257,2079,327,13,65,58,19,2144,,,14,1,37
2020-06-20,109,4928,4928,85,2715,3,68,172200,3464,2079,327,0,65,62,19,2144,,,16,2,38
2020-06-21,105,5033,5033,54,2769,2,70,173340,1140,2097,335,8,65,77,19,2162,,,15,2,35
2020-06-22,109,5142,5142,21,2790,2,72,174522,1182,2204,335,0,73,69,19,2277,,,16,1,37
2020-06-23,106,5248,5248,103,2893,4,76,178815,4293,2246,339,4,71,81,25,2317,,,13,1,
2020-06-24,108,5356,5356,141,3034,2,78,181259,2444,2255,341,2,54,83,29,2309,,,12,2,34
2020-06-25,102,5458,5458,24,3058,4,82,184548,3289,2254,343,2,57,86,31,2311,,,13,1,36
2020-06-26,108,5566,5566,158,3216,1,83,190134,5586,2216,348,5,56,90,25,2272,,,16,1,34
2020-06-27,105,5671,5671,86,3302,4,87,194128,3994,2193,353,5,49,87,31,2242,,,13,2,33
2020-06-28,98,5769,5769,86,3368,4,91,196740,2612,2274,357,4,55,80,27,2329,,,14,3,33
2020-06-29,107,5876,5876,24,3392,2,93,198486,1746,2335,361,4,55,78,22,2390,,,14,1,30
2020-06-30,109,5985,5985,104,3496,3,96,204095,5609,2287,362,1,53,88,22,2340,,,18,1,33
2020-07-01,100,6085,6085,122,3618,3,99,208076,3981,2293,368,6,59,69,19,2352,,,14,2,32
2020-07-02,92,6177,6177,96,3714,2,101,210157,2081,2371,370,2,60,85,14,2431,,,14,1,30
2020-07-03,105,6282,6282,138,3852,4,105,215026,4869,2389,373,3,57,80,21,2446,,,14,1,32
2020-07-04,111,6393,6393,172,4024,0,109,218871,3845,2307,380,7,54,85,22,2361,,,14,2,30
2020-07-05,112,6505,6505,31,4071,7,112,222574,3703,2316,380,0,54,83,27,2370,,,14,2,32
2020-07-06,106,6611,6611,74,4145,4,116,224135,1561,2388,384,4,55,88,23,2443,,,15,1,32
2020-07-07,113,6724,6724,155,4300,4,120,229236,5101,2481,397,13,51,89,15,2532,,,14,1,32
2020-07-08,107,6831,6831,207,4507,4,124,233272,4036,2570,401,4,50,89,23,2620,,,14,1,30
2020-07-09,101,6932,6932,170,4677,4,128,236798,3526,2256,410,9,48,86,23,2304,,,10,1,30
2020-07-10,111,7043,7043,191,4868,5,133,241242,4444,2220,412,2,45,85,23,2265,,,18,1,27
2020-07-11,110,7153,7153,215,5083,4,137,245923,4681,2128,419,7,47,95,24,2175,,,12,2,25
2020-07-12,121,7274,7274,81,5164,5,142,247388,1465,2103,428,9,58,95,24,2161,,,19,2,22
2020-07-13,112,7386,7386,35,5199,4,146,247963,575,2210,434,6,62,77,18,2272,,,15,1,
2020-07-14,119,7505,7505,168,5367,2,148,253324,5361,2207,446,12,53,84,17,2260,,,15,1,
2020-07-15,103,7608,7608,190,5557,4,152,257593,4269,2159,446,0,64,81,21,2223,,,15,1,
2020-07-16,120,7728,7728,222,5779,3,155,262772,5179,2165,451,5,65,95,25,2230,,,15,1,
2020-07-17,117,7845,7845,89,5868,5,160,267091,4319,2074,457,6,63,89,22,2137,,,12,1,
2020-07-18,114,7959,7959,146,6014,3,163,270258,3167,2011,462,5,62,82,21,2073,,,10,2,
2020-07-19,118,8077,8077,118,6014,5,168,272597,2339,2004,464,2,63,83,18,2067,,,16,2,
2020-07-20,109,8186,8186,55,6203,3,171,275323,2726,1949,485,21,63,73,17,2012,,,13,1,
2020-07-21,102,8288,8288,96,6299,6,177,280245,4922,1995,491,6,51,81,19,2046,,,11,1,
2020-07-22,113,8401,8401,91,6390,2,179,283714,3469,2014,504,13,56,79,15,2070,,,13,1,
2020-07-23,110,8511,8511,108,6498,5,184,288187,4473,1775,513,9,57,79,18,1832,,,14,1,
2020-07-24,105,8616,8616,117,6615,6,190,292290,4103,1670,520,7,57,86,19,1727,,,13,1,
2020-07-25,101,8717,8717,112,6727,6,196,296658,4368,1606,521,1,59,81,20,1665,,,15,2,
2020-07-26,109,8826,8826,42,6769,4,200,297929,1271,1602,524,3,66,79,23,1668,,,13,2,
2020-07-27,104,8930,8930,58,6827,6,206,298609,680,1532,534,10,66,73,19,1598,,,14,1,
2020-07-28,103,9033,9033,183,7010,5,211,303777,5168,1519,539,5,60,74,22,1579,,,7,1,
2020-07-29,107,9140,9140,212,7222,7,218,307103,3326,1288,541,2,58,69,19,1346,,,11,1,
2020-07-30,101,9241,9241,203,7425,5,223,312054,4951,1323,542,1,57,74,18,1380,,,11,1,
2020-07-31,105,9346,9346,217,7642,7,230,315145,3091,1287,554,12,53,70,16,1340,,,12,1,
2020-08-01,98,9444,9444,188,7830,4,234,320647,5502,1282,556,2,51,78,18,1333,,,12,2,
2020-08-02,104,9548,9548,92,7922,6,240,322107,1460,1302,561,5,44,79,21,1346,,,14,2,27
2020-08-03,106,9654,9654,84,8006,6,246,322635,528,1261,563,2,41,72,19,1302,,,15,1,27
2020-08-04,95,9749,9749,102,8108,5,251,326955,4320,1259,567,4,53,76,24,1312,,,12,1,
2020-08-05,97,9846,9846,87,8194,4,255,330914,3959,1269,573,6,56,62,15,1325,,,15,1,
2020-08-06,93,9939,9939,72,8266,7,262,334999,4085,1206,581,8,56,67,15,1262,,,10,1,
2020-08-07,92,10031,10031,76,8342,7,269,338745,3746,1166,593,12,54,66,8,1220,,,9,1,
2020-08-08,99,10130,10130,84,8426,4,273,344386,5641,1156,594,1,46,62,7,1202,,,12,2,26
2020-08-09,52,10182,10182,33,8459,7,280,346116,1730,1168,597,3,48,64,9,1216,,,10,2,24
2020-08-10,87,10269,10269,28,8487,5,285,346596,480,1193,599,2,49,50,5,1242,,,10,1,27
2020-08-11,65,10334,10334,137,8624,7,292,349987,3391,1158,600,1,40,55,7,1198,,,14,1,26
2020-08-12,64,10398,10398,146,8770,5,297,352856,2869,1157,604,4,34,48,5,1191,,,10,1,25
2020-08-13,53,10451,10451,152,8922,6,303,358106,5250,1123,610,6,31,42,8,1154,,,11,1,26
2020-08-14,67,10518,10518,163,9085,3,306,362216,4110,1094,618,8,28,52,6,1122,,,10,1,26
2020-08-15,56,10574,10574,94,9179,3,309,366855,4639,1106,644,26,26,58,10,1132,,,11,2,28
2020-08-16,47,10621,10621,87,9266,4,312,368670,1815,1060,646,2,28,58,7,1088,,,19,2,25
2020-08-17,53,10674,10674,67,9333,3,315,369635,965,1122,650,4,32,58,12,1154,,,12,1,25
2020-08-18,50,10724,10724,52,9385,4,319,374283,4648,1156,653,3,30,57,8,1186,,,11,1,25
2020-08-19,51,10775,10775,73,9458,5,324,377692,3409,1093,656,3,25,60,11,1118,,,13,1,27
2020-08-20,44,10819,10819,69,9527,5,329,381806,4114,1107,657,1,27,52,10,1134,,,11,1,
2020-08-21,53,10872,10872,54,9851,6,335,385503,3697,1061,658,1,27,53,11,1088,,,10,1,25
2020-08-22,56,10928,10928,53,9634,3,338,389660,4157,1009,663,5,23,49,12,1032,,,12,2,25
2020-08-23,50,10978,10978,42,9676,1,339,391806,2146,1043,665,2,23,49,12,1066,,,14,2,29
2020-08-24,57,11035,11035,57,9733,2,341,392146,340,1051,668,3,24,47,10,1075,,,14,1,26
2020-08-25,59,11094,11094,61,9794,3,344,395842,3696,983,669,1,22,50,9,1005,,,12,1,
2020-08-26,47,11141,11141,50,9844,2,346,400270,4428,972,670,1,22,49,13,994,,,9,1,26
2020-08-27,51,11192,11192,48,9892,3,349,403252,2982,973,673,3,22,43,13,995,,,11,1,26
2020-08-28,46,11238,11238,38,9930,3,352,407653,4401,913,674,1,18,39,5,931,,,10,1,27
2020-08-29,51,11289,11289,43,9973,2,354,412094,4441,868,679,5,11,50,9,879,,,12,2,26
2020-08-30,55,11344,11344,49,10022,1,355,413566,1472,913,683,4,12,45,7,925,,,13,2,27
2020-08-31,60,11404,11404,51,10073,3,358,416983,3417,969,684,1,12,45,12,981,,,9,1,26
2020-09-01,52,11456,11456,93,10166,3,361,420344,3361,941,684,0,15,48,5,956,,,11,1,26
2020-09-02,45,11501,11501,63,10229,3,364,424936,4592,901,685,1,18,33,8,919,,,12,1,26
2020-09-03,50,11551,11551,58,10287,3,367,429449,4513,894,685,0,18,43,9,912,,,14,1,27
2020-09-04,56,11607,11607,37,10324,4,371,433487,4038,897,687,2,18,35,9,915,,,11,1,26
2020-09-05,63,11670,11670,89,10413,5,376,437107,3620,859,690,3,12,43,8,871,,,12,2,26
2020-09-06,57,11727,11727,57,10470,2,378,438687,1580,890,693,3,18,39,3,908,,,11,3,29
2020-09-07,50,11777,11777,48,10518,0,378,439442,755,978,696,3,19,39,2,997,,,14,1,26
2020-09-08,52,11829,11829,63,10581,3,381,444702,5260,950,699,3,16,49,3,966,,,11,1,26
2020-09-09,56,11885,11885,59,10640,3,384,448837,4135,916,701,2,12,38,2,928,,,12,1,23
2020-09-10,56,11941,11941,72,10712,3,387,452652,3815,893,704,3,12,41,2,905,,,13,1,27
2020-09-11,53,11994,11994,63,10775,2,389,455719,3067,920,710,6,16,33,3,936,,,11,1,24
2020-09-12,50,12044,12044,58,10833,1,390,459812,4093,941,712,2,15,47,3,956,,,12,2,23
2020-09-13,49,12093,12093,23,10856,4,394,460832,1020,978,714,2,16,47,5,994,,,9,2,25
2020-09-14,55,12148,12148,19,10875,3,397,461732,900,1027,719,5,17,43,5,1044,,,14,1,27
2020-09-15,59,12207,12207,59,10934,1,398,468497,6765,1024,720,1,15,40,7,1039,,,10,1,26
2020-09-16,53,12260,12260,82,11016,3,401,472410,3913,1030,724,4,14,44,9,1044,,,12,1,24
2020-09-17,47,12307,12307,96,11112,2,403,475838,3428,946,729,5,18,46,11,964,,,15,1,24
2020-09-18,49,12356,12356,93,11205,4,407,479779,3941,1033,730,1,19,34,7,1052,,,12,1,24
2020-09-19,54,12410,12410,84,11289,3,410,484646,4867,1064,734,4,19,43,8,1083,,,14,2,22
2020-09-20,61,12471,12471,34,11323,3,413,486115,1469,1148,739,5,19,34,5,1167,,,13,2,24
2020-09-21,55,12526,12526,44,11367,4,417,486827,712,1204,740,1,19,45,12,1223,,,13,1,
2020-09-22,61,12587,12587,78,11445,3,420,490268,3441,1268,743,3,22,36,10,1290,,,11,1,23
2020-09-23,65,12652,12652,92,11537,5,425,495513,5245,1317,744,1,18,38,9,1335,,,11,1,24
2020-09-24,63,12715,12715,73,11610,3,428,499757,4244,1313,744,0,19,37,8,1332,,,10,1,22
2020-09-25,67,12782,12782,78,11688,4,432,503641,3884,1393,752,8,21,40,11,1414,,,12,1,24
2020-09-26,72,12854,12854,84,11772,3,435,508507,4866,1376,752,0,21,47,11,1397,,,13,2,23
2020-09-27,76,12930,12930,46,11818,4,439,509748,1241,1421,762,10,21,49,11,1442,,,15,2,24
2020-09-28,69,12999,12999,41,11859,2,441,511272,1524,1447,768,6,21,59,15,1468,,,14,1,24
2020-09-29,71,13070,13070,63,11922,4,445,516938,5666,1557,772,4,22,55,18,1579,,,12,1,24
2020-09-30,77,13147,13147,51,11973,4,449,523729,6791,1662,784,12,26,51,15,1688,,,12,1,23
2020-10-01,82,13229,13229,49,12022,5,454,530161,6432,1679,792,8,29,56,13,1708,,,12,1,25
2020-10-02,84,13314,13313,42,12064,3,457,535595,5434,1708,797,5,33,51,10,1741,,,12,1,24
2020-10-03,79,13393,13392,53,12117,4,461,542567,6972,1835,802,5,31,59,8,1866,,,12,2,26
2020-10-04,77,13470,13469,32,12149,3,464,543894,1327,1952,809,7,34,62,8,1986,,,12,3,
2020-10-05,73,13543,13542,28,12177,5,469,545972,2078,2058,816,7,37,54,5,2095,,,13,1,27
2020-10-06,78,13621,13620,54,12231,4,473,550794,4822,2089,822,6,35,59,7,2124,,,14,1,27
2020-10-07,82,13703,13702,63,12294,3,476,557944,7150,2143,830,8,33,63,9,2176,,,12,1,26
2020-10-08,92,13795,13794,58,12352,5,481,564322,6378,2229,841,11,33,86,16,2262,,,14,1,27
2020-10-09,82,13877,13876,46,12398,2,483,569999,5677,2260,845,4,33,84,21,2293,,,16,1,27
2020-10-10,95,13972,13971,42,12440,5,488,577154,7155,2381,853,8,28,90,18,2409,,,14,2,28
2020-10-11,118,14090,14089,31,12471,3,491,579986,2832,2509,866,13,40,104,22,2549,,,18,3,
2020-10-12,115,14205,14204,37,12508,5,496,582122,2136,2693,879,13,33,110,28,2726,,,14,1,27
2020-10-13,114,14319,14318,95,12603,5,501,589794,7672,2849,891,12,44,119,28,2893,,,14,1,26
2020-10-14,120,14439,14438,98,12701,6,507,597935,8141,2940,898,7,42,101,24,2982,,,15,1,
2020-10-15,127,14566,14565,96,12797,6,513,604482,6547,2983,914,16,41,121,25,3024,,,15,1,
2020-10-16,129,14695,14694,92,12889,6,519,610985,6503,3025,920,6,41,106,27,3066,,,15,1,26
2020-10-17,135,14830,14829,88,12977,5,524,617127,6142,3313,931,11,41,122,33,3354,,,15,2,26
2020-10-18,149,14979,14978,56,13033,4,528,620054,2927,3260,938,7,45,120,28,3305,,,16,3,28
2020-10-19,157,15136,15135,48,13081,5,533,626153,6099,3414,950,12,50,122,37,3464,,,18,1,25
2020-10-20,169,15305,15304,86,13167,6,539,631983,5830,3490,957,7,52,120,45,3542,,,17,1,
2020-10-21,186,15491,15490,92,13259,3,542,637950,5967,3565,976,19,72,123,27,3637,,,17,1,27
2020-10-22,180,15671,15670,94,13353,6,548,643458,5508,3586,980,4,74,118,29,3660,,,17,1,26
2020-10-23,175,15846,15845,98,13451,4,552,650213,6755,3702,987,7,78,124,27,3780,,,18,1,26
2020-10-24,179,16025,16024,87,13538,5,557,657641,7428,3838,1000,13,70,131,31,3908,,,19,2,26
2020-10-25,181,16206,16205,55,13593,3,560,662123,4482,3955,1016,16,71,138,31,4026,,,24,3,26
2020-10-26,177,16383,16382,58,13651,6,566,668393,6270,4108,1034,18,77,137,33,4185,,,23,2,
2020-10-27,183,16566,16565,115,13766,3,569,676263,7870,4049,1046,12,76,136,31,4125,,,22,1,28
2020-10-28,180,16746,16745,158,13924,5,574,685746,9483,3971,1064,18,76,128,32,4047,,,16,2,26
2020-10-29,178,16924,16923,164,14088,4,578,693300,7554,3943,1077,13,71,126,33,4014,,,23,2,28
2020-10-30,185,17109,17108,142,14230,5,583,701919,8619,3833,1092,15,68,119,38,3901,,,20,2,26
2020-10-31,182,17291,17290,161,14391,3,586,714424,12505,3788,1106,14,59,118,34,3847,,,22,3,
2020-11-01,177,17468,17467,54,14445,4,590,716661,2237,3777,1116,10,59,115,38,3836,,,28,3,26
2020-11-02,179,17647,17646,56,14501,6,596,719040,2379,3859,1131,15,67,115,31,3926,,,24,2,22
2020-11-03,182,17829,17828,147,14648,4,600,725533,6493,3981,1140,9,64,108,30,4045,,,21,2,24
2020-11-04,181,18010,18009,172,14820,3,603,740602,15069,3884,1151,11,52,114,33,3936,,,25,3,25
2020-11-05,180,18190,18189,133,14953,6,609,745114,4512,3954,1162,11,60,128,30,4014,,,26,2,24
2020-11-06,176,18366,18365,171,15124,3,612,754418,9304,3907,1181,19,60,106,26,3967,,,22,2,25
2020-11-07,181,18547,18546,168,15292,5,617,764071,9653,3916,1195,14,51,121,34,3967,,,22,3,26
2020-11-08,177,18724,18723,98,15930,4,621,768552,4481,3981,1213,18,51,128,32,4032,,,38,3,26
2020-11-09,174,18898,18897,52,15442,4,625,770921,2369,3912,1226,13,59,139,30,3971,,,26,2,25
2020-11-10,179,19077,19076,173,15615,5,630,782886,11965,3965,1235,9,60,142,32,4025,,,26,2,26
2020-11-11,185,19262,19261,176,15791,3,633,791343,8457,3929,1252,17,53,146,31,3982,,,24,2,27
2020-11-12,178,19440,19439,144,15935,7,640,801007,9664,3880,1262,10,58,142,32,3938,,,25,2,25
2020-11-13,184,19624,19623,128,16063,4,644,811239,10232,3782,1267,5,62,174,51,3844,,,26,2,26
2020-11-14,186,19810,19809,161,16224,4,648,821562,10323,3758,1278,11,53,166,50,3811,,,26,2,25
2020-11-15,176,19986,19985,83,16307,7,655,825313,3751,3790,1285,7,56,157,66,3846,,,32,3,25
2020-11-16,174,20160,20159,72,16379,5,660,828925,3612,3859,1311,26,57,182,54,3916,,,25,1,26
2020-11-17,179,20339,20338,136,16515,6,666,839680,10755,3754,1327,16,54,177,52,3808,,,34,1,25
2020-11-18,182,20521,20520,154,16669,4,670,847276,7596,3719,1333,6,54,198,53,3773,,,30,1,25
2020-11-19,176,20697,20696,167,16836,7,677,856680,9404,3612,1341,8,54,202,51,3666,,,30,1,
2020-11-20,186,20883,20882,177,17013,5,682,863516,6836,3544,1353,12,51,205,60,3595,,,25,1,26
2020-11-21,183,21066,21065,156,17169,5,687,875111,11595,3337,1361,8,45,203,59,3382,,,31,2,23
2020-11-22,178,21244,21243,94,17263,6,693,880233,5122,3454,1371,10,46,195,56,3500,,,32,3,23
2020-11-23,172,21416,21415,66,17329,5,698,882447,2214,3547,1385,14,47,182,58,3594,,,31,1,24
2020-11-24,175,21591,21590,118,17447,6,704,892782,10335,3426,1393,8,45,205,60,3471,,,28,1,22
2020-11-25,179,21770,21769,179,17617,7,711,899172,6390,3366,1397,4,40,207,52,3406,,,29,1,
2020-11-26,187,21957,21956,193,17810,6,717,907728,8556,3369,1406,9,38,209,50,3407,,,29,1,
2020-11-27,181,22138,22137,188,17998,7,724,914180,6452,2940,1406,0,35,208,55,2975,,,30,1,
2020-11-28,179,22317,22316,196,18194,6,730,920061,5881,3116,1406,0,28,209,40,3144,,,28,2,
2020-11-29,176,22493,22492,104,18298,6,736,924174,4113,2952,1417,11,32,186,37,2984,,,32,3,
2020-11-30,179,22672,22671,110,18408,7,743,927011,2837,3045,1431,14,38,198,48,3083,,,31,1,
2020-12-01,177,22849,22848,166,18574,7,750,933241,6230,2962,1433,2,31,189,46,2993,,,30,1,
2020-12-02,182,23031,23030,179,18753,6,756,938871,5630,2990,1441,8,22,199,47,3012,,,29,1,
2020-12-03,186,23217,23216,154,18907,8,764,944180,5309,2867,1444,3,27,190,49,2894,,,28,1,
2020-12-04,176,23393,23392,195,19102,7,771,951918,7738,2784,1450,6,28,184,46,2812,,,33,1,12
2020-12-05,179,23572,23571,198,19300,8,779,959198,7280,2588,1454,4,32,209,40,2620,,,35,2,
2020-12-06,180,23752,23751,108,19408,7,786,961123,1925,2792,1460,6,35,193,39,2827,,,33,3,
2020-12-07,178,23930,23929,94,19502,6,792,961775,652,2828,1463,3,36,204,42,2864,,,35,1,
2020-12-08,174,24104,24103,197,19699,6,798,969478,7703,2733,1465,2,36,199,55,2769,,,33,1,
2020-12-09,168,24272,24271,192,19891,8,806,973840,4362,2611,1467,2,37,194,56,2648,,,32,1,
2020-12-10,170,24442,24441,190,20081,7,813,979569,5729,2728,1471,4,37,194,37,2765,,,34,1,
2020-12-11,172,24614,24613,216,20297,7,820,985645,6076,2543,1487,16,37,151,39,2580,,,33,1,
2020-12-12,169,24783,24782,224,20521,6,826,993120,7475,2512,1490,3,37,180,42,2549,,,29,2,
2020-12-13,168,24951,24950,121,20642,7,833,994721,1601,2605,1495,5,36,178,37,2641,,,40,3,
2020-12-14,170,25136,25120,96,20738,6,839,996076,1355,2657,1511,16,38,166,40,2695,,,33,1,
2020-12-15,168,25304,25288,206,20994,7,846,1003639,7563,2597,1516,5,38,173,40,2635,,,32,1,
2020-12-16,163,25467,25451,215,21159,7,853,1008419,4780,2537,1519,3,32,150,35,2569,,,33,1,
2020-12-17,167,25634,25618,208,21367,7,860,1013586,5167,2454,1528,9,28,134,40,2482,,,34,1,
2020-12-18,171,25805,25789,203,21570,6,866,1019314,5728,2406,1533,5,30,158,40,2436,,,34,1,
2020-12-19,166,25971,25955,228,21798,8,874,1026864,7550,2257,1537,4,30,174,43,2287,,,32,2,
2020-12-20,169,26140,26124,109,21907,7,881,1029064,2200,2279,1546,9,34,175,39,2313,,,38,3,
2020-12-21,165,26305,26289,98,22005,7,888,1029415,351,2331,1549,3,36,174,46,2367,,,35,1,
2020-12-22,166,26471,26455,216,22221,7,895,1036260,6845,2296,1553,4,33,167,45,2329,,,36,1,
2020-12-23,161,26632,26616,233,22454,7,902,1040503,4243,2259,1564,11,28,167,40,2287,,,27,1,
2020-12-24,158,26790,26774,229,22683,7,909,1046625,6122,2277,1570,6,28,175,38,2305,1280,,37,1,
2020-12-25,165,26955,26939,217,22900,9,918,1051883,5258,2250,1574,4,26,174,50,2276,,,34,1,
2020-12-26,160,27115,27099,231,23131,7,925,1057107,5224,2100,1590,16,21,169,47,2121,,,42,3,22
2020-12-27,157,27272,27256,93,23224,8,933,1058438,1331,2050,1598,8,23,159,43,2073,,,34,3,22
2020-12-28,155,27427,27411,95,23319,8,941,1059112,674,2157,1608,10,23,152,38,2180,,,34,2,
2020-12-29,156,27583,27567,214,23533,9,950,1065906,6794,2073,1613,5,16,148,37,2089,,,27,1,23
2020-12-30,153,27736,27720,225,23758,8,958,1069841,3935,1894,1621,8,11,144,37,1905,1900,,36,1,21
2020-12-31,149,27885,27869,238,23996,9,967,1076039,6198,1765,1630,9,6,131,28,1771,,,41,3,22
2021-01-01,152,28037,28021,244,24240,7,974,1079842,3803,1580,1638,8,4,147,24,1584,,,36,4,21
2021-01-02,154,28191,28175,127,24367,9,983,1080222,380,1612,1647,9,7,152,30,1619,,,38,4,
2021-01-03,150,28341,28325,151,24518,8,991,1080825,603,1667,1653,6,8,152,29,1675,,,41,3,22
2021-01-04,146,28487,28471,193,24711,9,1000,1082066,1241,1725,1660,7,9,151,50,1734,,,41,3,20
2021-01-05,142,28629,28613,187,24898,8,1008,1084739,2673,1680,1663,3,13,154,28,1693,,,36,3,
2021-01-06,141,28770,28754,209,25107,7,1015,1086666,1927,1673,1667,4,13,158,37,1686,,,38,3,21
2021-01-07,146,28916,28900,221,25328,9,1024,1090649,3983,1720,1672,5,15,160,30,1735,,,38,3,
2021-01-08,143,29059,29043,92,25420,7,1031,1091430,781,1766,1680,8,15,162,32,1781,,,39,3,
2021-01-09,139,29198,29182,203,25623,9,1040,1096388,4958,1687,1684,4,15,176,22,1702,,,42,3,20
2021-01-10,140,29338,29322,111,25734,7,1047,1099953,3565,1524,1687,3,15,170,18,1539,,,38,3,
2021-01-11,138,29476,29460,189,25923,8,1055,1105348,5395,1762,1693,6,13,171,23,1775,,,39,1,20
2021-01-12,136,29612,29596,214,26137,9,1064,1112110,6762,1711,1700,7,13,145,31,1724,,,39,1,21
2021-01-13,140,29752,29736,228,26365,9,1073,1115659,3549,1657,1705,5,17,149,31,1674,2670,,35,1,21
2021-01-14,144,29896,29880,232,26597,8,1081,1121190,5531,1517,1710,5,17,141,25,1534,,,35,1,20
2021-01-15,139,30035,30019,226,26823,8,1089,1126401,5211,1607,1717,7,17,90,25,1624,,,33,1,19
2021-01-16,146,30181,30165,237,27060,9,1098,1132057,5656,1548,1725,8,18,96,18,1566,,,44,2,16
2021-01-17,142,30323,30307,101,27161,7,1105,1133556,1499,1578,1728,3,18,130,23,1596,,,47,3,
2021-01-18,138,30461,30445,97,27258,9,1114,1134529,973,1624,1732,4,21,141,25,1645,4194,,39,1,18
2021-01-19,142,30603,30587,188,27446,8,1122,1141637,7108,1633,1737,5,18,138,25,1651,,,37,1,
2021-01-20,144,30747,30731,209,27655,7,1129,1145419,3782,1619,1743,6,16,138,26,1635,5000,,36,1,20
2021-01-21,147,30894,30878,223,27878,10,1139,1150552,5133,1587,1751,8,16,127,28,1603,5806,,37,1,
2021-01-22,140,31034,31018,211,28089,9,1148,1155161,4609,1541,1757,6,16,129,24,1557,,,44,1,19
2021-01-23,137,31171,31155,218,28307,7,1155,1161410,6249,1519,1766,9,16,137,22,1535,,,32,2,18
2021-01-24,135,31306,31290,94,28401,10,1165,1162988,1578,1565,1771,5,19,138,18,1584,,,47,3,
2021-01-25,134,31440,31424,90,28491,8,1173,1163819,831,1634,1775,4,19,132,19,1653,9748,,36,2,19
2021-01-26,131,31571,31555,197,28688,10,1183,1169994,6175,1603,1778,3,21,152,27,1624,,,37,2,
2021-01-27,138,31709,31693,208,28896,8,1191,1174397,4403,1590,1782,4,20,100,14,1610,,,35,1,18
2021-01-28,134,31843,31827,214,29110,10,1201,1179057,4660,1558,1789,7,19,104,16,1577,14146,2500,36,1,19
2021-01-29,139,31982,31966,220,29330,8,1209,1183181,4124,1520,1804,15,18,113,15,1538,14610,2613,40,1,18
2021-01-30,136,32118,32102,228,29558,7,1216,1188815,5634,1460,1807,3,18,113,19,1478,,,37,2,20
2021-01-31,133,32251,32235,97,29655,9,1225,1190277,1462,1508,1812,5,18,115,17,1526,,,41,3,20
2021-02-01,134,32385,32369,92,29747,8,1233,1191478,1201,1560,1819,7,15,109,23,1575,,,38,1,
2021-02-02,132,32517,32501,202,29949,10,1243,1197179,5701,1582,1827,8,6,102,22,1588,14797,2958,35,1,15
2021-02-03,135,32652,32636,206,30155,7,1250,1201542,4363,1548,1833,6,6,103,21,1554,,,37,1,15
2021-02-04,134,32786,32770,213,30368,10,1260,1205536,3994,1530,1845,12,6,113,18,1536,,,33,1,16
2021-02-05,131,32917,32901,219,30587,7,1267,1210446,4910,1494,1849,4,11,98,23,1505,15000,,40,1,16
2021-02-06,127,33044,33028,207,30587,6,1273,1216648,6202,1466,1852,3,11,123,21,1477,16781,3416,34,2,
2021-02-07,125,33169,33153,91,30885,8,1281,1218106,1458,1501,1857,5,11,103,16,1512,,,36,3,15
2021-02-08,128,33297,33281,94,30979,7,1288,1218444,338,1545,1866,9,11,124,26,1556,,,35,1,
2021-02-09,130,33427,33411,215,31194,8,1296,1224476,6032,1522,1870,4,15,120,24,1537,,,33,1,14
2021-02-10,134,33561,33545,215,31402,6,1302,1229555,5079,1511,1880,10,16,119,28,1527,25000,5000,37,1,14
2021-02-11,131,33692,33676,202,31604,7,1309,1234079,4524,1470,1886,6,19,116,21,1489,30638,6000,34,1,15
2021-02-12,127,33819,33803,103,31707,6,1315,1237506,3427,1478,1892,6,20,125,21,1498,,,37,1,15
2021-02-13,128,33947,33931,94,31801,9,1324,1241130,3624,1414,1894,2,20,124,26,1434,,,35,3,15
2021-02-14,121,34068,34052,67,31868,6,1330,1242515,1385,1413,1898,4,20,131,24,1433,,,38,3,15
