date,new_diagnoses,cum_diagnoses,new_recoveries,cum_recoveries,new_deaths,cum_deaths,cum_tests,new_tests,n_critical,ventilation,hospitalised,1vac,2vac,positive_percent,yandex_index,asympt_percent
2022-03-07,1976,236385,7009,166680,15,5086,4017213,5325,279,56,2697,,,88,0.5,16
2022-03-08,2057,238442,8463,175143,13,5099,4019267,2054,270,48,2699,,,80,0.5,16
2022-03-09,1935,240377,2784,177927,16,5115,4024422,5155,270,48,2766,,,89,0.5,16
2022-03-10,1302,241679,12351,190278,12,5127,4031407,6985,267,41,2552,,,91,0.6,16
2022-03-11,1139,242818,10113,200391,14,5141,4040064,8657,260,31,2300,,,82,0.6,16
2022-03-12,987,243805,15469,215860,14,5155,4047734,7670,263,35,2083,,,93,1.9,16
2022-03-13,871,244676,5429,221289,16,5171,4050335,2601,260,36,2060,,,90,2.5,16
2022-03-14,690,245366,2112,223401,11,5182,4056051,5716,233,29,1997,,,83,0.5,16
2022-03-15,613,245979,1081,224482,12,5194,4062621,6570,215,27,1974,,,80,0.5,16
2022-03-16,529,246508,905,225387,14,5208,4070495,7874,212,33,1816,,,79,0.5,16
2022-03-17,458,246966,346,225733,12,5220,4078117,7622,201,38,1711,,,95,0.6,16
2022-03-18,407,247373,320,226053,10,5230,4087499,9382,200,27,1666,,,86,0.6,16
2022-03-19,383,247756,344,226397,11,5241,4095031,7532,187,21,1489,,,93,1.9,16
2022-03-20,306,248062,409,226806,12,5253,4097636,2605,189,20,1498,,,72,2.5,16
2022-03-21,294,248356,388,227194,9,5262,4104010,6374,192,19,1513,,,98,0.5,16
2022-03-22,328,248684,406,227600,11,5273,4111463,7453,190,23,1399,,,90,0.5,16
2022-03-23,302,248986,360,227960,12,5285,4120344,8881,192,20,1283,,,89,0.5,16
2022-03-24,293,249279,311,228271,12,5297,4127230,6886,182,23,1218,,,90,0.6,16
2022-03-25,287,249566,335,228606,9,5306,4134218,6988,172,22,1167,,,89,0.6,16
2022-03-26,279,249845,487,229093,10,5316,4136987,2769,160,24,1086,,,92,1.9,16
2022-03-27,268,250113,300,229393,9,5325,4138827,1840,159,21,1087,,,100,2.5,16
2022-03-28,265,250378,319,229712,11,5336,4143775,4948,164,22,1045,,,92,0.5,16
2022-03-29,257,250635,428,230140,13,5349,4148275,4500,157,20,1046,,,90,0.5,16
2022-03-30,251,250886,504,230644,10,5359,4153795,5520,156,19,1046,,,83,0.5,16
2022-03-31,219,251105,780,231424,14,5373,4157920,4125,158,20,1045,,,94,0.6,16
2022-04-01,288,251393,766,232190,10,5383,4163311,5391,150,17,1015,,,90,0.6,16
2022-04-02,236,251629,811,233001,11,5394,4165561,2250,153,20,974,,,90,1.9,16
2022-04-03,233,251862,1312,234313,9,5403,4170348,4787,146,17,988,,,91,2.5,16
2022-04-04,446,252308,3746,238059,23,5426,4185861,15513,148,22,985,,,88,0.5,16
2022-04-05,,252308,,238059,,5426,4185861,,148,22,985,,,95,0.5,16
2022-04-06,216,252524,1621,239680,10,5436,4185861,0,136,20,911,,,93,0.5,16
2022-04-07,209,252733,1693,241373,12,5448,4204371,18510,117,15,895,,,93,0.6,16
2022-04-08,214,252947,1769,243142,9,5457,4213614,9243,109,21,864,,,93,0.6,16
2022-04-09,194,253141,1591,244733,9,5466,4222479,8865,118,17,777,,,96,1.9,16
2022-04-10,191,253332,213,244946,61,5477,4230345,7866,118,20,766,,,93,2.5,16
2022-04-11,186,253518,228,245174,60,5489,4237205,6860,122,17,781,,,89,0.5,16
2022-04-12,190,253708,293,245467,10,5499,4244946,7741,116,14,791,,,90,0.5,16
2022-04-13,179,253887,339,245806,9,5508,4253811,8865,115,19,763,,,96,0.5,16
2022-04-14,170,254057,307,246113,10,5518,4262618,8807,107,15,731,,,90,0.6,16
2022-04-15,165,254222,244,246357,49,5529,4271625,9007,100,16,709,,,90,0.6,16
2022-04-16,163,254385,297,246654,10,5539,4280156,8531,112,13,701,,,91,1.9,16
2022-04-17,157,254542,288,246942,8,5547,4288138,7982,88,12,689,,,88,2.5,16
2022-04-18,152,254694,280,247222,10,5557,4295066,6928,109,17,690,,,90,0.5,16
2022-04-19,154,254848,366,247588,7,5564,4299966,4900,104,16,675,,,81,0.5,16
2022-04-20,149,254997,372,247960,9,5573,4307025,7059,98,13,639,,,92,0.5,16
2022-04-21,141,255138,191,248151,8,5581,4313916,6891,103,11,620,,,92,0.6,16
2022-04-22,133,255271,155,248306,6,5587,4320956,7040,102,12,630,,,93,0.6,16
2022-04-23,125,255396,142,248448,8,5595,4327233,6277,102,12,630,,,91,1.9,16
2022-04-24,119,255515,126,248574,7,5602,4332983,5750,84,15,592,,,100,2.5,16
2022-04-25,114,255629,108,248682,6,5608,4338277,5294,78,16,593,,,92,0.5,16
2022-04-26,115,255744,95,248777,5,5613,4344151,5874,85,15,594,,,85,0.5,16
2022-04-27,116,255860,115,248892,2,5615,4351003,6852,78,10,640,,,87,0.5,16
2022-04-28,117,255977,114,249006,3,5618,4357872,6869,74,12,567,,,90,0.6,16
2022-04-29,118,256095,117,249123,2,5620,4365619,7747,71,13,595,,,90,0.6,16
2022-04-30,110,256205,112,249235,3,5623,4372945,7326,81,15,601,,,84,1.9,16
2022-05-01,106,256311,97,249332,2,5625,4379495,6550,70,12,599,,,92,2.5,16
2022-05-02,103,256414,104,249436,2,5627,4384373,4878,71,13,599,,,100,0.5,16
2022-05-03,107,256521,108,249544,2,5629,4389395,5022,63,16,594,,,85,0.5,16
2022-05-04,100,256621,94,249638,2,5631,4394157,4762,65,16,621,,,87,0.5,16
2022-05-05,100,256621,71,249709,0,5631,4400415,6258,64,16,610,,,90,0.6,16
2022-05-06,85,256806,102,249811,4,5635,4406674,6259,63,17,605,,,90,0.6,16
2022-05-07,84,256890,109,249920,2,5637,4413202,6528,73,15,552,,,84,1.9,16
2022-05-08,81,256971,98,250018,2,5639,4419011,5809,68,15,549,,,92,2.5,16
2022-05-09,82,257053,92,250110,1,5640,,,,,,,,,0.5,16
2022-05-10,82,257135,84,250194,1,5641,,,,,,,,,0.5,16
2022-05-11,82,257217,88,250282,1,5642,,,,,,,,,0.5,16
2022-05-12,81,257298,83,250365,1,5643,4439045,,79,15,585,,,,0.6,16
2022-05-13,81,257379,117,250482,1,5644,4445633,6588,67,19,589,,,,0.6,16
2022-05-14,77,257456,145,250627,1,5645,4452018,6385,70,18,588,,,,1.9,16
2022-05-15,78,257534,81,250708,1,5646,4457208,5190,70,17,590,,,,2.5,16
2022-05-16,79,257613,77,250785,1,5647,4461272,4064,71,17,579,,,,0.5,16
2022-05-17,80,257693,91,250876,1,5648,4466681,5409,70,16,603,,,,0.5,16
2022-05-18,81,257774,85,250961,1,5649,4472795,6114,75,16,635,,,,0.5,16
2022-05-19,82,257856,93,251054,1,5650,4479048,6253,72,14,644,,,,0.6,16
2022-05-20,83,257939,84,251138,1,5651,4485021,5973,67,10,640,,,,0.6,16
2022-05-21,84,258023,79,251217,1,5652,4491082,6061,70,8,649,,,,1.9,16
2022-05-22,65,258088,81,251298,1,5653,4495224,4142,,,,,,,2.5,16
2022-05-23,60,258148,81,251379,1,5654,4500476,5252,76,10,685,,,,0.5,16
2022-05-24,63,258211,34,251413,2,5656,4505891,5415,75,6,692,,,,0.5,16
2022-05-25,59,258270,60,251473,1,5657,4511698,5807,78,7,721,,,,0.5,16
2022-05-26,62,258332,63,251536,1,5658,4517197,5499,79,10,722,,,,0.6,16
2022-05-27,60,258392,67,251603,1,5659,4522705,5508,79,7,701,,,,0.6,16
2022-05-28,57,258449,70,251673,1,5660,4527960,5255,76,8,686,,,,1.9,16
2022-05-29,55,258504,72,251745,1,5661,4532681,4721,82,11,709,,,,2.5,16
2022-05-30,52,258556,63,251808,1,5662,4535705,3024,87,12,671,,,,0.5,16
2022-05-31,56,258612,68,251876,3,5665,4542235,6530,94,15,676,,,,0.5,16
2022-06-01,58,258670,74,251950,4,5669,4548093,5858,97,14,655,,,,0.5,16
2022-06-02,55,258725,68,252018,1,5670,4553835,5742,93,12,649,,,,0.6,16
2022-06-03,51,258776,,,,,,,,,,,,,0.6,16
2022-06-04,51,258827,,,,,,,,,,,,,1.9,16
2022-06-05,51,258878,,252215,2,5673,4569474,,90,17,674,,,,2.5,16
2022-06-06,50,258928,61,252276,1,5674,4573447,3973,87,17,637,,,,0.5,16
