date,new_diagnoses,cum_diagnoses,new_recoveries,cum_recoveries,new_deaths,cum_deaths,cum_tests,new_tests,n_critical,ventilation,hospitalised,1vac,2vac,positive_percent,yandex_index,asympt_percent
2021-05-25,74,42875,56,38866,5,1854,1594469,3696,58,4,1336,290097,213160,66,0.5,11.9
2021-05-26,76,42951,64,38930,4,1858,1598188,3719,56,3,1370,,,64,0.4,12.1
2021-05-27,69,43020,72,39002,4,1862,1601953,3765,57,3,1386,298772,221893,64,0.5,14.3
2021-05-28,75,43095,74,39076,4,1866,1606851,4898,67,5,1410,302708,226416,69,0.6,12.7
2021-05-29,79,43174,77,39153,3,1869,1612507,5656,69,7,1335,,,66,1.7,14.3
2021-05-30,77,43251,29,39182,5,1874,1617047,4540,74,9,1367,,,62,2.2,13.4
2021-05-31,74,43325,33,39215,4,1878,1618898,1851,67,8,1413,,,64,0.5,13.2
2021-06-01,76,43401,78,39293,6,1884,1625449,6551,63,10,1466,311216,233822,63,0.4,13.3
2021-06-02,79,43480,86,39379,5,1889,1630546,5097,58,8,1466,,,68,0.5,13.1
2021-06-03,75,43555,84,39463,5,1894,1635607,5061,61,6,1495,319000,241000,65,0.6,15
2021-06-04,85,43640,102,39565,5,1899,1642763,7156,64,7,1549,,,67,0.7,15
2021-06-05,92,43732,77,39642,4,1903,1648808,6045,64,8,1542,,,67,1.9,14.7
2021-06-06,87,43819,32,39674,4,1907,1652818,4010,63,7,1655,,,47,2.2,14.9
2021-06-07,73,43892,37,39711,6,1913,1655406,2588,66,9,1729,327697,252607,64,0.6,13.7
2021-06-08,78,43970,84,39795,5,1918,1660774,5368,67,8,1672,,,72,0.5,15
2021-06-09,86,44056,87,39882,5,1923,1667881,7107,74,10,1768,,,68,0.6,16.2
2021-06-10,99,44155,91,39973,5,1928,1676582,8701,80,11,1895,339531,267275,62,0.6,15.7
2021-06-11,103,44258,93,40066,6,1934,1684275,7693,86,11,1918,,,64,0.6,17.7
2021-06-12,108,44366,61,40127,4,1938,1692516,8241,89,12,1984,,,65,1.8,16.1
2021-06-13,95,44461,58,40185,5,1943,1698251,5735,100,15,2071,,,59,2.3,16.1
2021-06-14,84,44545,47,40232,5,1948,1701104,2853,90,12,2170,,,66,1.9,16.2
2021-06-15,92,44637,53,40285,6,1954,1707927,6823,87,13,2242,349118,276173,69,0.6,15
2021-06-16,99,44736,97,40382,5,1959,1713625,5698,100,24,2281,,,72,0.6,14.3
2021-06-17,102,44838,83,40465,6,1965,1721178,7553,120,23,2639,361974,289068,68,0.6,15.5
2021-06-18,120,44958,71,40536,7,1972,1729761,8583,137,20,2775,,,68,0.6,14.3
2021-06-19,131,45089,101,40637,8,1980,1740445,10684,138,22,2880,,,68,1.8,17.9
2021-06-20,144,45233,43,40690,5,1985,1745689,5244,146,29,3063,,,55,2.4,17.1
2021-06-21,150,45383,61,40751,7,1992,1750349,4660,151,37,3221,,,62,1,15.3
2021-06-22,146,45529,127,40878,9,2001,1759287,8938,165,35,3434,382077,,64,1,14.7
2021-06-23,154,45683,89,40967,8,2009,1768778,9491,171,31,3610,,,67,0.9,15.8
2021-06-24,160,45843,109,41076,5,2014,1779187,10409,206,36,3779,399000,309520,62,1,15.1
2021-06-25,151,45994,93,41169,9,2023,1791523,12336,228,38,3989,,,53,1,15.3
2021-06-26,158,46152,105,41274,6,2029,1802062,10539,236,50,4031,,,35,2,14.2
2021-06-27,162,46314,68,41342,7,2036,1809431,7369,283,56,4071,,,44,2.4,14.4
2021-06-28,156,46470,59,41401,9,2045,1814908,5477,326,70,4385,410960,312904,31,1.1,14.1
2021-06-29,161,46631,121,41522,7,2052,1825250,10342,352,72,4448,,,33,0.8,12.2
2021-06-30,173,46804,108,41630,11,2063,1837763,12513,346,80,4677,,,40,1,14.0
2021-07-01,178,46982,97,41727,9,2072,1848967,11204,346,86,4795,,,37,0.8,14.1
2021-07-02,171,47153,112,41839,7,2079,1862106,13139,366,83,4958,,,26,0.8,13.2
2021-07-03,180,47333,136,41975,6,2085,1874515,12409,354,73,4942,,,36,2.0,12.8
2021-07-04,169,47502,41,42016,10,2095,1882523,8008,362,72,5225,,,48,2.3,13.6
2021-07-05,173,47675,33,42049,5,2100,1890256,7733,345,67,5246,466858,339250,28,0.9,13.4
2021-07-06,179,47854,107,42156,8,2108,1901422,11166,356,69,5203,499789,351534,36,0.9,12.1
2021-07-07,185,48039,116,42274,11,2119,1914957,13535,365,63,5378,,,40,1,12.3
2021-07-08,189,48228,126,42400,8,2127,1927610,12653,351,66,5399,,,38,0.8,11.9
2021-07-09,178,48406,141,42541,10,2137,1942664,15054,349,60,5441,,,33,0.8,13.0
2021-07-10,184,48590,146,42687,7,2144,1957138,14474,356,62,5391,,,42,1.8,12.5
2021-07-11,179,48769,52,42739,8,2152,1965460,8322,388,80,5590,,,57,2.2,11.1
2021-07-12,173,48942,63,42802,9,2161,1971699,6239,376,79,5690,506000,354000,32,0.9,10.8
2021-07-13,184,49126,138,42940,11,2172,1982579,10880,404,61,5823,,,37,0.8,11.7
2021-07-14,198,49324,97,43037,8,2180,1993540,10961,424,61,5784,,,46,0.9,10.7
2021-07-15,193,49517,101,43138,10,2190,2003413,9873,438,75,5917,522656,385934,45,1,11.9
2021-07-16,196,49713,106,43244,8,2198,2021784,18371,425,76,5889,526392,394817,54,0.9,11.5
2021-07-17,187,49900,117,43361,7,2205,2034908,13124,424,73,5727,,,60,1.9,10.8
2021-07-18,179,50079,51,43412,9,2214,2042676,7768,430,73,5801,,,60,2.5,11.3
2021-07-19,183,50262,45,43457,6,2220,2048252,5576,431,66,5960,,,65,0.9,11.6
2021-07-20,190,50452,108,43565,9,2229,2059188,10936,413,55,5882,,,60,0.8,10.6
2021-07-21,201,50653,123,43688,11,2240,2071198,12010,410,51,5779,,,59,0.8,10.4
2021-07-22,195,50848,137,43825,9,2249,2083487,12289,411,50,5674,544000,433900,66,0.8,9.9
2021-07-23,204,51052,115,43940,9,2258,2094912,11425,401,54,5579,,,62,0.8,10.5
2021-07-24,213,51265,114,44054,12,2270,2107590,12678,384,49,5424,,,60,1.8,10.2
2021-07-25,218,51483,51,44105,8,2278,2114960,7370,388,55,5443,,,67,2.2,9.9
2021-07-26,209,51692,44,44149,9,2287,2119523,4563,387,53,5638,551871,442300,67,0.9,9.2
2021-07-27,200,51892,122,44271,10,2297,2130579,11056,385,54,5447,564470,461174,59,0.8,9.3
2021-07-28,205,52097,117,44388,11,2308,2141745,11166,381,53,5305,,,69,0.8,8.3
2021-07-29,196,52293,104,44492,10,2318,2153949,12204,384,51,5179,570000,475000,68,0.8,9.2
2021-07-30,202,52495,111,44603,11,2329,2164773,10824,371,51,5110,,,66,0.8,8.5
2021-07-31,209,52704,132,44735,11,2340,2177315,12542,358,48,4875,,,68,1.8,9.0
2021-08-01,199,52903,36,44771,8,2348,2183921,6606,353,47,4914,,,79,2.2,8.6
2021-08-02,195,53098,42,44813,10,2358,2188124,4203,350,46,4805,574000,482000,67,0.8,9.3
2021-08-03,201,53299,142,44955,9,2367,2195724,7600,349,48,4484,581000,493000,68,0.8,8.2
2021-08-04,204,53503,147,45102,12,2379,2205094,9370,338,48,4337,590850,502942,68,0.8,9.1
2021-08-05,197,53700,153,45255,9,2388,2214072,8978,325,46,4230,,,68,0.8,8.7
2021-08-06,190,53890,138,45393,11,2399,2224924,10852,318,42,4208,,,66,1,8.3
2021-08-07,194,54084,131,45524,9,2408,2233206,8282,318,42,4018,,,75,1.9,8.4
2021-08-08,199,54283,44,45568,9,2417,2239849,6643,293,31,3967,,,74,2.2,8.5
2021-08-09,196,54479,39,45607,10,2427,2243139,3290,280,32,4046,,,72,0.8,8.6
2021-08-10,198,54677,153,45760,12,2439,2249628,6489,276,31,3870,608522,,74,0.8,7.2
2021-08-11,191,54868,139,45899,10,2449,2257312,7684,268,28,3558,619180,,77,0.9,8.1
2021-08-12,187,55055,122,46021,11,2460,2264137,6825,259,26,3459,624627,539175,72,0.9,8.1
2021-08-13,193,55248,127,46148,9,2469,2271927,7790,263,25,3343,,,77,0.9,8.3
2021-08-14,185,55433,144,46292,13,2482,2277449,5522,201,19,2779,,,75,1.9,8.2
2021-08-15,181,55614,40,46332,9,2491,2282972,5523,196,19,2788,,,80,2.1,8.1
2021-08-16,183,55797,36,46368,10,2501,2285342,2370,197,18,2841,629650,,74,0.7,8.6
2021-08-17,190,55987,117,46485,9,2510,2290878,5536,195,18,2772,640913,562617,71,0.7,8.2
2021-08-18,184,56171,104,46589,12,2522,2297622,6744,190,19,2670,,,71,0.7,8.1
2021-08-19,187,56358,112,46701,12,2534,2303884,6262,195,25,2600,649583,573068,68,0.7,8.9
2021-08-20,181,56539,101,46802,9,2543,2310759,6875,194,23,2542,,,72,0.7,7.6
2021-08-21,185,56724,122,46924,11,2554,2316744,5985,188,25,2438,,,58,1.8,8.7
2021-08-22,177,56901,39,46963,10,2564,2320528,3784,181,25,2461,,,62,2.2,7.6
2021-08-23,175,57076,43,47006,12,2576,2322802,2274,179,24,2497,659868,583983,70,0.8,8.2
2021-08-24,180,57256,94,47100,9,2585,2328141,5339,171,20,2441,,,52,0.7,7.8
2021-08-25,183,57439,105,47205,11,2596,2334691,6550,167,17,2405,663688,589240,70,0.7,7.2
2021-08-26,177,57616,113,47318,11,2607,2341413,6722,168,17,2311,,,64,0.6,7.4
2021-08-27,174,57790,119,47437,9,2616,2348400,6987,165,17,2277,674849,602987,65,0.7,7.0
2021-08-28,180,57970,121,47558,11,2627,2354549,6149,158,17,2198,,,63,1.7,6.7
2021-08-29,173,58143,38,47596,9,2636,2358182,3633,162,15,2194,,,54,2.2,6.9
2021-08-30,167,58310,32,47628,8,2644,2360811,2629,164,19,2252,,,63,0.8,7.4
2021-08-31,175,58485,106,47734,13,2657,2365903,5092,160,18,2168,683033,615009,62,0.7,7.7
2021-09-01,171,58656,96,47830,10,2667,2372047,6144,168,13,2054,,,66,0.6,6.9
2021-09-02,166,58822,110,47940,12,2679,2377527,5480,168,12,1975,,,70,0.5,7.7
2021-09-03,170,58992,109,48049,9,2688,2383311,5784,167,14,1961,,,75,0.5,7.1
2021-09-04,173,59165,113,48162,11,2699,2388261,4950,162,16,1869,,,71,1.6,7.5
2021-09-05,168,59333,33,48195,9,2708,2391005,2744,160,16,1915,,,79,2.2,7.5
2021-09-06,165,59498,37,48232,13,2721,2393480,2475,162,16,1965,,,74,0.5,7.0
2021-09-07,169,59667,109,48341,10,2731,2398955,5475,157,14,1915,,,75,0.5,7.1
2021-09-08,160,59827,115,48456,9,2740,2403410,4455,158,14,1887,,,71,0.5,7.6
2021-09-09,165,59992,108,48564,12,2752,2409447,6037,148,12,1867,703913,649918,80,0.6,7.5
2021-09-10,170,60162,124,48688,13,2765,2415800,6353,137,12,1781,,,72,0.6,7.0
2021-09-11,174,60336,127,48815,9,2774,2421907,6107,140,13,1728,,,75,1.9,7.5
2021-09-12,171,60507,31,48846,10,2784,2425778,3871,141,21,1759,,,85,2.5,7.2
2021-09-13,166,60673,35,48881,12,2796,2427675,1897,147,21,1797,,,80,0.5,7.5
2021-09-14,168,60841,102,48983,9,2805,2432365,4690,141,22,1777,,,74,0.5,6.5
2021-09-15,172,61013,118,49101,10,2815,2438912,6547,135,15,1730,,,80,0.5,7.4
2021-09-16,169,61182,113,49214,13,2828,2445786,6874,132,17,1666,717546,669352,80,0.6,8.2
2021-09-17,166,61348,97,49311,11,2839,2452819,7033,135,19,1703,,,72,0.6,8.5
2021-09-18,170,61518,102,45413,8,2847,2459671,6852,142,26,1729,,,80,1.9,8.1
2021-09-19,164,61682,44,49457,12,2859,2463822,4151,146,28,1727,,,72,2.5,7.9
2021-09-20,160,61842,38,49495,10,2869,2465375,1553,145,18,1765,,,79,0.5,7.4
2021-09-21,165,62007,104,49599,39,2878,2470476,5101,149,22,1793,724000,680000,75,0.5,7.0
2021-09-22,168,62175,112,49711,13,2891,2477099,6623,157,19,1742,729097,,68,0.5,8.4
2021-09-23,171,62346,108,49819,11,2902,2484090,6991,160,21,1749,,,76,0.6,8.5
2021-09-24,173,62519,112,49931,13,2915,2491725,7635,168,22,1778,,,74,0.6,8.2
2021-09-25,168,62687,110,50041,12,2927,2498724,6999,170,26,1763,,,76,1.9,8.7
2021-09-26,164,62851,35,50076,11,2938,2502609,3885,173,24,1800,,,69,2.5,7.8
2021-09-27,161,63012,39,50115,13,2951,2504756,2147,169,24,1780,,,74,0.5,8.8
2021-09-28,166,63178,103,50218,11,2962,2510012,5256,186,23,1878,,,78,0.5,7.9
2021-09-29,172,63350,114,50322,13,2975,2516947,6935,196,25,1888,,,72,0.5,8.6
2021-09-30,176,63526,105,50437,10,2985,2523753,6806,198,23,1850,,,75,0.6,8.5
2021-10-01,172,63698,111,50548,12,2997,2530906,7153,205,26,1902,746000,701000,78,0.6,9.0
2021-10-02,167,63865,141,50689,13,3010,2537921,7015,220,23,1952,,,66,1.9,8.5
2021-10-03,171,64036,43,50732,11,3021,2541295,3374,220,23,1928,,,84,2.5,8.7
2021-10-04,165,64201,37,50769,12,3033,2544669,3374,217,24,2020,,,67,0.5,7.9
2021-10-05,169,64370,124,50893,11,3044,2549899,5230,230,26,2092,,,76,0.5,8.4
2021-10-06,182,64552,131,51024,15,3059,2556527,6628,244,32,2128,,,75,0.5,8.7
2021-10-07,190,64742,127,51151,14,3073,2563252,6725,255,40,2193,757000,712000,71,0.6,9.1
2021-10-08,184,64926,144,51295,12,3085,2571041,7789,268,45,2246,,,72,0.6,8.6
2021-10-09,177,65103,136,51431,15,3100,2578994,7953,267,41,2200,,,64,1.9,8.9
2021-10-10,180,65283,39,51470,12,3112,2583092,4098,266,41,2237,,,66,2.5,8.5
2021-10-11,174,65457,32,51502,15,3127,2585455,2363,288,48,2359,,,68,0.5,8.9
2021-10-12,178,65635,129,51631,13,3140,2591229,5774,292,38,2483,,,70,0.5,7.6
2021-10-13,191,65826,131,51762,9,3149,2598850,7621,277,40,2523,,,77,0.5,8.7
2021-10-14,208,66034,122,51884,13,3162,2605378,6528,280,42,2566,772000,724000,70,0.6,8.8
2021-10-15,256,66290,142,52026,12,3174,2614454,9076,273,44,2578,,,70,0.6,9.0
2021-10-16,241,66531,146,52172,11,3185,2622381,7927,268,43,2662,,,69,1.9,9.0
2021-10-17,250,66781,39,52211,8,3193,2627832,5451,278,49,2698,,,72,2.5,8.5
2021-10-18,245,67026,34,52245,16,3209,2630876,3044,290,51,6094,782234,730575,68,0.5,8.2
2021-10-19,257,67283,122,52367,8,3217,2638065,7189,291,50,6152,,,65,0.5,7.4
2021-10-20,271,67554,130,52497,15,3232,2646296,8231,304,54,6199,,,72,0.5,9.0
2021-10-21,291,67845,126,52623,17,3249,2655364,9068,303,53,6255,822368,752554,70,0.6,8.9
2021-10-22,282,68127,147,52770,16,3265,2666207,10843,312,48,6309,,,70,0.6,9.1
2021-10-23,294,68421,152,52922,9,3274,2675902,9695,302,54,6376,,,73,1.9,8.6
2021-10-24,281,68702,45,52967,13,3287,2681631,5729,310,48,6429,,,69,2.5,8.8
2021-10-25,267,68969,39,53006,15,3302,2684315,2684,314,47,6480,,,73,0.5,9.0
2021-10-26,295,69264,134,53140,11,3313,2692052,7737,305,57,6548,,,68,0.5,8.0
2021-10-27,319,69583,172,53312,11,3324,2701820,9768,297,56,6605,,,71,0.5,8.3
2021-10-28,342,69925,166,53478,15,3339,2710710,8890,279,40,6659,864300,,68,0.6,8.8
2021-10-29,337,70262,169,53647,15,3354,2722305,11595,311,54,6715,,,65,0.6,8.6
2021-10-30,349,70611,188,53835,12,3366,2732707,10402,313,56,6770,890000,790000,68,1.9,8.3
2021-10-31,340,70951,49,53884,14,3380,2739986,7279,306,55,6814,,,63,2.5,8.8
2021-11-01,334,71285,46,53930,15,3395,2743120,3134,327,59,6862,905797,799458,72,0.5,9.0
2021-11-02,345,71630,159,54089,14,3409,2749857,6737,299,51,6930,,,70,0.5,8.0
2021-11-03,368,71998,183,54272,12,3421,2759605,9748,332,51,6996,939916,816288,80,0.5,8.5
2021-11-04,392,72390,187,54459,14,3435,2766342,6737,313,55,3917,,,69,0.6,8.8
2021-11-05,381,72771,54,54513,11,3446,2775240,8898,341,48,7184,,,75,0.6,9.3
2021-11-06,390,73161,98,54611,15,3461,2781674,6434,318,49,7207,,,80,1.9,11.3
2021-11-07,385,73546,83,54694,13,3474,2787381,5707,322,47,7257,,,62,2.5,8.1
2021-11-08,400,73946,79,54773,12,3486,2789706,2325,341,47,7329,970000,831035,73,0.5,8.7
2021-11-09,394,74340,162,54935,14,3500,2799244,9538,325,52,3912,988412,842003,74,0.5,8.2
2021-11-10,405,74745,179,55114,16,3516,2816267,17023,357,67,7472,849747,,83,0.5,8.4
2021-11-11,399,75144,202,55316,12,3528,2826335,10068,310,67,7532,1012000,856000,79,0.6,8.6
2021-11-12,407,75551,213,55529,11,3539,2838697,12362,325,65,7607,,,71,0.6,8.6
2021-11-13,402,75953,209,55738,14,3553,2848816,10119,348,63,3843,,,84,1.9,9.4
2021-11-14,397,76350,92,55830,13,3566,2856138,7322,364,59,3942,,,77,2.5,7.9
2021-11-15,402,76752,89,55919,16,3582,2858926,2788,422,57,3973,,,72,0.5,6.9
2021-11-16,409,77161,128,56047,13,3595,2867023,8097,350,62,4105,,,77,0.5,6.6
2021-11-17,395,77556,93,56140,15,3610,2876049,9026,329,59,3986,,,75,0.5,6.4
2021-11-18,404,77960,102,56242,14,3624,2887252,11203,336,60,4186,,,76,0.6,7.0
2021-11-19,400,78360,107,56349,12,3636,2899855,12603,344,61,4197,,,74,0.6,6.5
2021-11-20,392,78752,139,56488,16,3652,2912108,12253,381,62,4023,,,76,1.9,6.5
2021-11-21,399,79151,58,56546,13,3665,2919738,7630,370,63,3942,,,74,2.5,6.7
2021-11-22,391,79542,61,56607,14,3679,2923141,3403,363,56,4145,,,80,0.5,6.5
2021-11-23,400,79942,111,56718,15,3694,2935123,11982,349,50,4146,,,83,0.5,6.0
2021-11-24,394,80336,98,56816,11,3705,2947786,12663,360,54,4140,,,79,0.5,6.5
2021-11-25,403,80739,107,56923,14,3719,2959073,11287,355,49,4128,,,72,0.6,6.9
2021-11-26,396,81135,91,57014,17,3736,2974381,15308,357,43,4143,,,82,0.6,7.1
2021-11-27,391,81526,113,57127,17,3753,2987270,12889,362,54,4247,,,80,1.9,6.7
2021-11-28,400,81926,51,57178,14,3767,2996288,9018,360,53,4104,,,85,2.5,6.3
2021-11-29,393,82319,60,57238,13,3780,3000142,3854,339,47,4183,,,78,0.5,7.6
2021-11-30,397,82716,113,57351,17,3797,3010595,10453,332,47,4110,,,80,0.5,6.9
2021-12-01,402,83118,121,57472,17,3814,3022769,12174,335,45,4069,,,77,0.5,7.2
2021-12-02,391,83509,134,57606,16,3830,3034984,12215,331,53,4024,,,80,0.6,7.3
2021-12-03,396,83905,128,57734,15,3845,3050315,15331,309,55,3969,,,83,0.6,7.8
2021-12-04,401,84306,133,57867,14,3859,3064507,14192,313,55,3887,,,77,1.9,6.8
2021-12-05,392,84698,44,57911,16,3875,3073276,8769,329,53,3948,,,82,2.5,7.0
2021-12-06,387,85085,52,57963,18,3893,3079043,5767,330,55,4029,,,82,0.5,8.0
2021-12-07,395,85480,207,58170,14,3907,3090591,11548,342,50,4151,,,83,0.5,7.2
2021-12-08,399,85879,224,58394,16,3923,3103668,13077,345,57,4038,,,83,0.5,7.5
2021-12-09,382,86261,240,58634,14,3937,3116613,12945,353,71,3889,,,85,0.6,7.4
2021-12-10,396,86657,248,58882,11,3948,3132554,15941,353,60,3955,,,85,0.6,7.3
2021-12-11,389,87046,255,59137,13,3961,3145660,13106,312,60,3764,,,84,1.9,8.0
2021-12-12,385,87431,120,59257,14,3975,3152628,6968,319,58,3893,,,81,2.5,7.7
2021-12-13,392,87823,77,59334,12,3987,3159597,6969,316,54,3924,,,89,0.5,7.9
2021-12-14,398,88221,227,59561,15,4002,3168510,8913,327,51,3939,,,81,0.5,6.6
2021-12-15,381,88602,258,59819,14,4016,3179366,10856,340,54,3886,,,86,0.5,6.8
2021-12-16,393,88995,279,60098,12,4028,3190633,11267,341,58,3793,,,84,0.6,7.3
2021-12-17,385,89380,281,60379,14,4042,3203270,12637,342,62,3708,,,77,0.6,7.6
2021-12-18,390,89770,297,60676,16,4058,3214617,11347,333,57,3652,,,73,1.9,7.5
2021-12-19,382,90152,121,60797,13,4071,3221665,7048,312,52,3708,,,81,2.5,8.1
2021-12-20,378,90530,156,60953,11,4082,3225921,4256,323,48,3560,,,82,0.5,8.0
2021-12-21,385,90915,360,61313,15,4097,3231987,6066,327,46,3779,,,76,0.5,7.2
2021-12-22,379,91294,358,61671,13,4110,3244899,12912,326,50,3649,,,84,0.5,6.8
2021-12-23,372,91666,361,62032,16,4126,3255158,10259,320,49,3548,,,77,0.6,7.7
2021-12-24,381,92047,378,62410,14,4140,3266542,11384,307,50,3221,,,78,0.6,7.2
2021-12-25,376,92423,388,62798,11,4151,3275704,9162,309,39,3262,,,80,1.9,8.1
2021-12-26,374,92797,253,63051,15,4166,3282631,6927,308,47,3273,,,78,2.5,7.4
2021-12-27,374,93171,242,63293,12,4178,3284743,2112,329,41,3386,,,80,0.5,8.0
2021-12-28,382,93553,359,63652,13,4191,3290522,5779,308,38,3293,,,76,0.5,6.8
2021-12-29,377,93930,364,64016,16,4207,3300761,10239,301,37,3116,,,82,0.5,7.8
2021-12-30,368,94298,342,64358,11,4218,3310499,9738,303,45,2906,,,76,0.6,8.1
2021-12-31,354,94652,759,64358,12,4230,3316279,5780,302,53,2906,,,95,0.6,8.3
2022-01-01,322,94974,759,65117,14,4244,3322059,5780,305,42,2502,,,,1.9,9.3
2022-01-02,300,95274,334,65451,11,4255,3324855,2796,298,39,2513,,,,2.5,8.7
2022-01-03,293,95567,318,65769,14,4269,3326427,1572,283,43,2693,,,100,0.5,7.0
2022-01-04,285,95852,322,66091,12,4281,3330739,4312,301,45,2562,,,100,0.5,7.5
2022-01-05,291,96143,307,66398,15,4296,3335409,4670,288,36,2670,,,81,0.5,8.8
2022-01-06,286,96429,311,66709,11,4307,3340718,5309,270,39,2660,,,80,0.6,10.6
2022-01-07,274,96703,297,67006,10,4317,3345834,5116,288,41,2704,,,77,0.6,11.0
2022-01-08,252,96955,303,67309,15,4332,3351071,5237,256,35,2698,,,89,1.9,11.8
2022-01-09,231,97186,284,67593,13,4345,3359003,7932,246,26,2720,,,90,2.5,12.2
2022-01-10,225,97411,289,67882,11,4356,3366935,7932,264,32,2711,,,83,0.5,14.1
2022-01-11,236,97647,291,68173,13,4369,3374866,7931,251,37,2759,,,85,0.5,13.0
2022-01-12,245,97892,301,68474,15,4384,3382797,7931,249,31,2638,,,86,0.5,14.8
2022-01-13,251,98143,315,68789,12,4396,3392048,9251,275,41,2554,,,83,0.6,14.0
2022-01-14,242,98385,309,69098,15,4411,3401239,9191,274,41,2504,,,86,0.6,14.9
2022-01-15,249,98634,377,69475,13,4424,3409595,8356,278,41,2410,,,84,1.9,14.8
2022-01-16,237,98871,340,69815,12,4436,3415801,6206,279,31,2429,,,82,2.5,14.2
2022-01-17,230,99101,316,70131,16,4452,3418593,2792,275,37,2483,,,84,0.5,16.3
2022-01-18,237,99338,329,70460,12,4464,3423245,4652,272,41,2452,,,86,0.5,16.1
2022-01-19,249,99587,343,70803,15,4479,3432172,8927,273,43,2396,,,88,0.5,15.9
2022-01-20,240,99827,357,71160,13,4492,3440972,8800,266,39,2363,,,86,0.6,15.9
2022-01-21,251,100078,338,71498,11,4503,3449896,8924,232,43,2348,,,87,0.6,15.9
2022-01-22,258,100336,359,71857,14,4517,3464095,14199,232,43,2205,,,80,1.9,15.9
2022-01-23,248,100584,291,72148,12,4529,3471733,7638,244,44,2274,,,85,2.5,15.9
2022-01-24,242,100826,302,72450,11,4540,3476702,4969,261,41,2295,,,85,0.5,15.9
2022-01-25,261,101087,366,72816,13,4553,3486256,9554,252,38,2226,,,84,0.5,15.9
2022-01-26,315,101402,349,73165,15,4568,3502404,16148,256,45,2346,,,85,0.5,15.9
2022-01-27,344,101746,377,73542,12,4580,3517980,15576,261,49,2407,,,79,0.6,15.9
2022-01-28,511,102257,386,73928,13,4593,3534881,16901,258,52,2477,,,77,0.6,15.9
2022-01-29,387,102644,427,74355,13,4606,3552567,17686,270,51,2451,,,81,1.9,15.9
2022-01-30,579,103223,422,74777,11,4617,3568597,16030,271,50,2576,,,80,2.5,15.9
2022-01-31,604,103827,331,75108,14,4631,3576927,8330,270,54,2645,,,82,0.5,15.9
2022-02-01,745,104572,395,75503,12,4643,3588550,11623,247,45,2737,,,87,0.5,15.9
2022-02-02,996,105568,341,75844,16,4659,3610221,21671,252,36,2794,,,87,0.5,15.9
2022-02-03,1347,106915,0,75844,14,4673,3628788,18567,253,34,2937,,,89,0.6,15.9
2022-02-04,1874,108789,737,76581,11,4684,3655527,26739,253,38,3044,,,83,0.6,15.9
2022-02-05,2142,110931,422,77003,13,4697,3677498,21971,254,39,3092,,,90,1.9,15.9
2022-02-06,2743,113674,306,77309,15,4712,3698532,21034,252,41,3239,,,83,2.5,16
2022-02-07,3129,116803,311,77620,12,4724,3710645,12113,258,33,3360,,,87,0.5,16
2022-02-08,3214,120017,418,78038,15,4739,3733095,22450,277,25,3419,,,80,0.5,16
2022-02-09,3978,123995,424,78462,7,4746,3751784,18689,279,45,3526,,,84,0.5,16
2022-02-10,4394,128389,487,78949,9,4755,3772183,20399,290,53,3496,,,81,0.6,16
2022-02-11,4871,133260,491,79440,6,4761,3792076,19893,288,41,3610,,,88,0.6,16
2022-02-12,5122,138382,487,79927,11,4772,3808401,16325,288,44,3496,,,88,1.9,16
2022-02-13,5349,143731,476,80403,15,4787,3821233,12832,304,43,3605,,,87,2.5,16
2022-02-14,5824,149555,404,80807,13,4800,3828021,6788,316,49,3808,,,85,0.5,16
2022-02-15,5763,155318,469,81276,15,4815,3838529,10508,327,45,3832,,,83,0.5,16
2022-02-16,5428,160746,672,81948,10,4825,3850110,11581,368,38,3865,,,84,0.5,16
2022-02-17,5043,165789,704,82652,13,4838,3862804,12694,322,48,3867,,,88,0.6,16
2022-02-18,5319,171108,788,83440,15,4853,3875935,13131,328,48,3817,,,85,0.6,16
2022-02-19,5483,176591,804,84244,9,4862,3887663,11728,348,47,3698,,,89,1.9,16
2022-02-20,5205,181796,422,84666,13,4875,3895738,8075,323,39,3774,,,80,2.5,16
2022-02-21,5001,186797,415,85081,10,4885,3899573,3835,307,42,3879,,,84,0.5,16
2022-02-22,5128,191925,763,85844,16,4901,3909377,9804,317,34,3723,,,85,0.5,16
2022-02-23,4841,196766,784,86628,14,4915,3921172,11795,315,40,3828,,,88,0.5,16
2022-02-24,4529,201295,917,87545,17,4932,3930713,9541,342,48,3819,,,90,0.6,16
2022-02-25,4796,206091,5377,92922,13,4945,3940370,9657,335,46,3717,,,88,0.6,16
2022-02-26,4432,210523,5482,98404,15,4960,3948262,7892,310,49,3561,,,88,1.9,16
2022-02-27,4208,214731,3218,101622,13,4973,3954180,5918,316,48,3592,,,84,2.5,16
2022-02-28,4047,218778,3707,105329,16,4989,3960064,5884,312,45,3617,,,87,0.5,16
2022-03-01,3591,222369,6619,111948,16,5005,3968536,8472,316,32,3617,,,90,0.5,16
2022-03-02,2912,225281,8300,120248,13,5018,3978458,9922,305,39,3367,,,86,0.5,16
2022-03-03,2573,227854,8794,129042,16,5034,3986458,8000,304,46,3247,,,91,0.6,16
2022-03-04,2416,230270,9745,138787,12,5046,3996958,10500,299,48,3121,,,84,0.6,16
2022-03-05,2131,232401,10572,149359,14,5060,4007368,10410,296,54,2961,,,88,1.9,16
2022-03-06,2008,234409,10312,159671,11,5071,4011888,4520,297,58,2728,,,94,2.5,16
