date,new_diagnoses,new_deaths,new_recoveries,cum_diagnoses,cum_deaths,cum_recoveries,vent,cum_tests,new_tests
2020-05-27,69,1,22,1553,11,691,,118027,3544
2020-05-28,79,,27,1632,11,718,,122124,4097
2020-05-29,75,2,13,1707,13,731,,125010,2886
2020-05-30,71,,35,1778,13,766,,128318,3308
2020-05-31,69,,20,1847,13,786,,132319,4001
2020-06-01,67,,18,1914,13,804,,133246,927
2020-06-02,70,,28,1984,13,832,,135609,2363
2020-06-03,81,,33,2065,13,865,,138803,3194
2020-06-04,69,,33,2134,13,898,,142045,3242
2020-06-05,57,1,67,2191,14,965,,145699,3654
2020-06-06,63,1,95,2254,15,1060,,149028,3329
2020-06-07,64,,35,2318,15,1095,,151215,2187
2020-06-08,71,,11,2389,15,1106,,153701,2486
2020-06-09,68,1,90,2457,16,1196,,154895,1194
2020-06-10,66,1,117,2523,17,1313,,157817,2922
2020-06-11,69,3,93,2592,20,1406,,160987,3170
2020-06-12,66,,162,2658,20,1568,,164479,3492
2020-06-13,67,,38,2725,20,1606,,168736,4257
2020-06-14,69,,60,2794,20,1666,,172200,3464
2020-06-15,72,,48,2866,20,1714,,173340,1140
2020-06-16,72,2,177,2938,22,1891,,174522,1182
2020-06-17,71,1,100,3009,23,1991,,178815,4293
2020-06-18,68,2,110,3077,25,2101,,181259,2444
2020-06-19,75,,108,3152,25,2209,,184548,3289
2020-06-20,73,1,82,3225,26,2291,,190134,5586
2020-06-21,72,2,17,3297,28,2308,,194128,3994
2020-06-22,73,,50,3370,28,2358,,196740,2612
2020-06-23,74,2,111,3444,30,2469,,198486,1746
2020-06-24,77,,70,3521,30,2539,,204095,5609
2020-06-25,78,,54,3599,30,2593,,208076,3981
2020-06-26,76,1,83,3675,31,2676,,210157,2081
2020-06-27,77,1,20,3752,32,2696,,215026,4869
2020-06-28,78,,30,3830,32,2726,,218871,3845
2020-06-29,78,,39,3908,32,2765,,222574,3703
2020-06-30,76,2,123,3984,34,2888,,224135,1561
2020-07-01,74,3,83,4058,37,2971,,229236,5101
2020-07-02,75,2,19,4133,39,2990,,233272,4036
2020-07-03,73,2,86,4206,41,3076,,236798,3526
2020-07-04,92,2,103,4298,43,3179,,241242,4444
2020-07-05,115,2,48,4413,45,3227,,245923,4681
2020-07-06,124,1,36,4537,46,3263,,247388,1465
2020-07-07,171,2,119,4708,48,3382,,247963,575
2020-07-08,188,2,113,4896,50,3495,,253324,5361
2020-07-09,224,,81,5120,50,3576,,257593,4269
2020-07-10,240,,114,5360,50,3690,,262772,5179
2020-07-11,228,1,109,5588,51,3799,,267091,4319
2020-07-12,232,1,34,5820,52,3833,,270258,3167
2020-07-13,235,,34,6055,52,3867,,272597,2339
2020-07-14,238,1,158,6293,53,4025,,275323,2726
2020-07-15,246,2,116,6539,55,4141,,280245,4922
2020-07-16,215,,176,6754,55,4317,,283714,3469
2020-07-17,228,1,142,6982,56,4459,,288187,4473
2020-07-18,201,1,147,7183,57,4606,,292290,4103
2020-07-19,198,,105,7381,57,4711,,296658,4368
2020-07-20,191,1,103,7572,58,4814,,297929,1271
2020-07-21,185,,226,7757,58,5040,,298609,680
2020-07-22,183,,298,7940,58,5338,,303777,5168
2020-07-23,166,2,334,8106,60,5672,,307103,3326
2020-07-24,146,,253,8252,60,5925,,312054,4951
2020-07-25,138,1,394,8390,61,6319,,315145,3091
2020-07-26,140,4,104,8530,65,6423,,320647,5502
2020-07-27,134,,100,8664,65,6523,,322107,1460
2020-07-28,121,,255,8785,65,6778,,322635,528
2020-07-29,107,2,171,8892,67,6949,,326955,4320
2020-07-30,105,,226,8997,67,7175,,330914,3959
2020-07-31,111,,17,9108,67,7192,,334999,4085
2020-08-01,108,2,39,9216,69,7231,,338745,3746
2020-08-02,109,,84,9325,69,7315,,344386,5641
2020-08-03,107,,46,9432,69,7361,,346116,1730
2020-08-04,95,10,127,9527,79,7488,,346596,480
2020-08-05,94,,141,9621,79,7629,,349987,3391
2020-08-06,92,2,161,9713,81,7790,,352856,2869
2020-08-07,95,5,161,9808,86,7951,,358106,5250
2020-08-08,98,4,148,9906,90,8099,,362216,4110
2020-08-09,92,2,40,9998,92,8139,,366855,4639
2020-08-10,95,,60,10093,92,8199,,368670,1815
2020-08-11,91,4,162,10184,96,8361,,369635,965
2020-08-12,88,1,170,10272,97,8531,,374283,4648
2020-08-13,87,,105,10359,97,8636,,377692,3409
2020-08-14,85,,127,10444,97,8763,,381806,4114
2020-08-15,89,,126,10533,97,8889,,385503,3697
2020-08-16,89,2,34,10622,99,8923,,389660,4157
2020-08-17,88,1,35,10710,100,8958,,391806,2146
2020-08-18,91,8,184,10801,108,9142,,392146,340
2020-08-19,85,,114,10886,108,9256,,395842,3696
2020-08-20,81,1,109,10967,109,9365,,400270,4428
2020-08-21,74,2,166,11041,111,9531,,403252,2982
2020-08-22,73,,137,11114,111,9668,,407653,4401
2020-08-23,71,,31,11185,111,9699,,412094,4441
2020-08-24,65,,41,11250,111,9740,,413566,1472
2020-08-25,66,1,173,11316,112,9913,,416983,3417
2020-08-26,70,1,110,11386,113,10023,,420344,3361
2020-08-27,69,,79,11455,113,10102,,424936,4592
2020-08-28,67,2,137,11522,115,10239,,429449,4513
2020-08-29,68,2,85,11590,117,10324,,433487,4038
2020-08-30,64,1,49,11654,118,10373,,437107,3620
2020-08-31,65,2,45,11719,120,10418,,438687,1580
2020-09-01,61,,90,11780,120,10508,,439442,755
2020-09-02,63,,79,11843,120,10587,,444702,5260
2020-09-03,64,1,83,11907,121,10670,,448837,4135
2020-09-04,62,2,63,11969,123,10733,,452652,3815
2020-09-05,63,1,86,12032,124,10819,,455719,3067
2020-09-06,61,4,23,12093,128,10842,,459812,4093
2020-09-07,62,,22,12155,128,10864,,460832,1020
2020-09-08,60,4,89,12215,132,10953,,461732,900
2020-09-09,64,5,25,12279,137,10978,,468497,6765
2020-09-10,62,3,59,12341,140,11037,,472410,3913
2020-09-11,63,,85,12404,140,11122,,475838,3428
2020-09-12,61,2,86,12465,142,11208,,479779,3941
2020-09-13,62,2,30,12527,144,11238,,484646,4867
2020-09-14,60,,11,12587,144,11249,,486115,1469
2020-09-15,63,9,78,12650,153,11327,,486827,712
2020-09-16,65,2,62,12715,155,11389,,490268,3441
2020-09-17,64,5,69,12779,160,11458,,495513,5245
2020-09-18,66,2,64,12845,162,11522,,499757,4244
2020-09-19,68,3,125,12913,165,11647,,503641,3884
2020-09-20,73,5,31,12986,170,11678,,508507,4866
2020-09-21,73,4,24,13059,174,11702,,509748,1241
2020-09-22,78,2,113,13137,176,11815,,511272,1524
2020-09-23,79,4,157,13216,180,11972,,516938,5666
2020-09-24,81,5,122,13297,185,12094,,523729,6791
2020-09-25,80,3,55,13377,188,12149,,530161,6432
2020-09-26,81,2,107,13458,190,12256,,535595,5434
2020-09-27,87,4,28,13545,194,12284,,542567,6972
2020-09-28,89,2,32,13634,196,12316,,543894,1327
2020-09-29,93,6,106,13727,202,12422,,545972,2078
2020-09-30,95,5,74,13822,207,12496,,550794,4822
2020-10-01,98,3,70,13920,210,12566,,557944,7150
2020-10-02,101,2,74,14021,212,12640,,564322,6378
2020-10-03,103,6,109,14124,218,12749,,569999,5677
2020-10-04,105,2,30,14229,220,12779,,577154,7155
2020-10-05,104,2,40,14333,222,12819,,579986,2832
2020-10-06,114,6,248,14447,228,13067,,582122,2136
2020-10-07,129,8,111,14576,236,13178,,589794,7672
2020-10-08,134,5,76,14710,241,13254,,597935,8141
2020-10-09,142,8,129,14852,249,13383,,604482,6547
2020-10-10,154,2,170,15006,251,13553,,610985,6503
2020-10-11,162,3,72,15168,254,13625,,617127,6142
2020-10-12,169,1,117,15337,255,13742,,620054,2927
2020-10-13,170,4,240,15507,259,13982,,626153,6099
2020-10-14,172,3,248,15679,262,14230,,631983,5830
2020-10-15,178,6,250,15857,268,14480,,637950,5967
2020-10-16,181,3,254,16038,271,14734,,643458,5508
2020-10-17,184,7,260,16222,278,14994,,650213,6755
2020-10-18,185,,238,16407,278,15232,,657641,7428
2020-10-19,185,3,62,16592,281,15294,,662123,4482
2020-10-20,305,1,275,16897,282,15569,,668393,6270
2020-10-21,205,2,290,17102,284,15859,,676263,7870
2020-10-22,203,8,250,17305,292,16109,,685746,9483
2020-10-23,204,2,270,17509,294,16379,,693300,7554
2020-10-24,206,8,297,17715,302,16676,,701919,8619
2020-10-25,207,3,228,17922,305,16904,,714424,12505
2020-10-26,210,5,153,18132,310,17057,,716661,2237
2020-10-27,214,1,282,18346,311,17339,,719040,2379
2020-10-28,218,3,224,18564,314,17563,,725533,6493
2020-10-29,216,6,197,18780,320,17760,,740602,15069
2020-10-30,219,6,107,18999,326,17867,,745114,4512
2020-10-31,217,10,90,19216,336,17957,,754418,9304
2020-11-01,223,2,120,19439,338,18077,,764071,9653
2020-11-02,227,8,173,19666,346,18250,,768552,4481
2020-11-03,225,4,115,19891,350,18365,,770921,2369
2020-11-04,221,7,147,20112,357,18512,,782886,11965
2020-11-05,226,1,144,20338,358,18656,,791343,8457
2020-11-06,229,8,128,20567,366,18784,,801007,9664
2020-11-07,231,2,131,20798,368,18915,,811239,10232
2020-11-08,235,11,75,21033,379,18990,,821562,10323
2020-11-09,231,6,93,21264,385,19083,,825313,3751
2020-11-10,234,4,121,21498,389,19204,,828925,3612
2020-11-11,232,6,147,21730,395,19351,,839680,10755
2020-11-12,236,10,156,21966,405,19507,,847276,7596
2020-11-13,237,9,184,22203,414,19691,,856680,9404
2020-11-14,241,9,198,22444,423,19889,,863516,6836
2020-11-15,238,10,153,22682,433,20042,,875111,11595
2020-11-16,236,10,126,22918,443,20168,,880233,5122
2020-11-17,235,10,192,23153,453,20360,,882447,2214
2020-11-18,232,10,208,23385,463,20568,,892782,10335
2020-11-19,234,9,217,23619,472,20785,,899172,6390
2020-11-20,233,9,245,23852,481,21030,,907728,8556
2020-11-21,231,9,281,24083,490,21311,,914180,6452
2020-11-22,232,,229,24315,490,21540,,920061,5881
2020-11-23,230,2,205,24545,492,21745,,924174,4113
2020-11-24,228,1,269,24773,493,22014,,927011,2837
2020-11-25,227,9,274,25000,502,22288,,933241,6230
2020-11-26,224,10,278,25224,512,22566,,938871,5630
2020-11-27,225,11,291,25449,523,22857,,944180,5309
2020-11-28,228,10,287,25677,533,23144,,951918,7738
2020-11-29,227,10,213,25904,543,23357,,959198,7280
2020-11-30,224,8,126,26128,551,23483,,961123,1925
2020-12-01,222,12,271,26350,563,23754,,961775,652
2020-12-02,226,11,401,26576,574,24155,,969478,7703
2020-12-03,223,12,439,26799,586,24594,,973840,4362
2020-12-04,225,21,160,27024,607,24754,,979569,5729
2020-12-05,224,6,238,27248,613,24992,,985645,6076
2020-12-06,222,9,181,27470,622,25173,,993120,7475
2020-12-07,220,8,216,27690,630,25389,,994721,1601
2020-12-08,219,6,350,27909,636,25739,,996076,1355
2020-12-09,222,12,316,28131,648,26055,,1003639,7563
2020-12-10,224,11,185,28355,659,26240,,1008419,4780
2020-12-11,223,11,212,28578,670,26452,,1013586,5167
2020-12-12,224,7,232,28802,677,26684,,1019314,5728
2020-12-13,222,8,222,29024,685,26906,,1026864,7550
2020-12-14,220,10,70,29244,695,26976,,1029064,2200
2020-12-15,218,10,70,29462,705,27046,,1029415,351
2020-12-16,219,11,169,29681,716,27215,,1036260,6845
2020-12-17,217,8,118,29898,724,27333,,1040503,4243
2020-12-18,218,9,188,30116,733,27521,,1046625,6122
2020-12-19,216,12,262,30332,745,27783,,1051883,5258
2020-12-20,215,9,208,30547,754,27991,,1057107,5224
2020-12-21,217,8,147,30764,762,28138,,1058438,1331
